text,class
Przysługuje Państwu prawo cofnięcia udzielonej zgody w każdym czasie; w tym celu prosimy o kontakt pod bok@zoio.pl. Podanie danych osobowych w tym celu jest dobrowolne. / 2.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Podpisując Umowę Klient oświadcza, że zapoznał się z wszystkimi załącznikami do niniejszej Umowy i zarówno do Umowy jak i do jej załączników nie zgłasza żadnych zastrzeżeń. Klient oświadcza również, iż wszystkie zapisy niniejszej Umowy zostały mu w sposób należyty wyjaśnione i są dla niego zrozumiałe.",KLAUZULA_ABUZYWNA
"Usługodawca jest uprawniony do zatrzymania wynagrodzenia proporcjonalnie do ilości dni wykorzystanych przez Pensjonariusza, a pozostała część opłaty jest zwracana w terminie",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Wskazane wyżej kwoty składają się na należną Pożyczkodawcy sumę kwoty pożyczki określoną jako Łączne zobowiązanie do spłaty (11). RRSO obliczana jest według następujących założeń: ,BEZPIECZNE_POSTANOWIENIE_UMOWNE
3.Za bezpieczeństwo ucznia w drodze do i ze Szkoły odpowiadają jego rodzice (opiekunowie prawni). §33 1.W szkole funkcjonuje biblioteka.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"-odcięcia przyłącza wodociągowego lub przyłącza kanalizacyjnego -usunięcia awarii przyłącza wodociągowego lub przyłącza kanalizacyjnego, jeżeli niniejsza umowa tak stanowi. 2.Przedstawiciel Przedsiębiorstwa sporządza protokół z przeprowadzonej kontroli i jego kopię pozostawia Odbiorcy.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Stowarzyszenie zawiadamia o zmianie wysokości czesnego poprzez podanie informacji w sposób zwyczajowo przyjęty w siedzibie Szkoły.,KLAUZULA_ABUZYWNA
"a. §6 W sprawach nieunormowanych umową mają zastosowanie przepisy kodeksu cywilnego. Umowa została spisana w 2 jednobrzmiących egzemplarzach, po 1 dla każdej ze stron.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Deweloper i Nabywca zobowiązują się zawrzeć umowę w tut. Kancelarii Notarialnej,KLAUZULA_ABUZYWNA
"Usługodawca jest uprawniony do rozwiązania Umowy w trybie natychmiastowym w przypadku: 1 –miesięcznego opóźnienia w płatnościach należności, o których mowa w par. 6, jeżeli Rodzice nie uregulują całości zaległości, pomimo pisemnego wezwania ich do zapłaty, z zagrożeniem, że brak zapłaty w terminie 7 dni skutkował będzie rozwiązaniem Umowy w trybie natychmiastowym.",KLAUZULA_ABUZYWNA
"6) Podanie danych jest dobrowolne lub może wynikać z przepsu prawa. Dane osobowe przetwarzane będą do czasu osiągnięcia celu, dia kórego zostały zebrane.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
6.4 Terminy o których mowa w pkt.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Za ewentualne zniszczenia odpowiada opiekun,KLAUZULA_ABUZYWNA
"§43 1,Uśtahóy/ieńle zabezpięczeńM spłaty powinno nastąpić przed wypłatą pożyczki/kredytu. 2.W przypadku n ie ustanowieni a zabezpieczenia spłaty w umów iony m terminie, Kasa może: ",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Jeżeli liczba słuchaczy w grupie spadnie poniżej wymaganego minimum Szkoła zastrzega sobie prawo do podwyższenia opłaty za kurs proporcjonalnie do ilości niewykorzystanych miejsc w grupie .,KLAUZULA_ABUZYWNA
Stowarzyszenie zawiadamia o zmianie wysokości czesnego poprzez podanie informacji na stronie internetowej Szkoły www i przekazanie w formie pisemnej (listem poleconym).,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"(stopa oprocentowania zadłużenia przeterminowanego). Odsetki podwyższone pobierane są począwszy od dnia przekroczenia kwoty przyznanego Limitu, aż do dnia spłaty kwoty przekroczenia.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"m)Praca wychowawcza - pedagog wspierający pełni funkcję wychowawcy klasy integracyjnej, a do jego zadań należy:  -dokładne poznanie każdego ucznia,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
b.Maksymalny czas oczekiwania na uzyskanie połączenia - 3 sekundy. 31.Aktywacja Usług następuje wraz z rozpoczęciem świadczenia Usługi Prefixu ręcznego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Przy czym zmienna stopa procentowa ustalona jest jako suma stawki WIBOR 6M i marży banku w wysokości 1,80 %. Na dzień podpisania Umowy oprocentowanie wynosi 3,72 % w stosunku rocznym.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zdjęcie wykonane na basenie Aqua Academy są własnością Aqua Academy i nie wyrażam sprzeciwu przy ich publikacji. Rodzic nie wyrażający zgody na ewentualną publikację zdjęć proszony jest o informację pisemną w ciągu 2 tygodni od zapisania dziecka na zajęcia nauki pływania.,KLAUZULA_ABUZYWNA
"Wszelką odpowiedzialność za jakiekolwiek szkody na zdrowiu, życiu lub mieniu osób zwiedzających, wynikają z naruszenia postanowień niniejszego Regulaminu i nie przestrzegania jego postanowień, ponoszą osoby zwiedzające.",KLAUZULA_ABUZYWNA
Dane zebrane w drodze zawarcia umowy najmu przetwarzane są na podstawie art. 6 ust.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W takim wypadku za wykonanie wszelkich zobowiązań wynikających z Umowy Abonenckiej, Regulaminu oraz innych dokumentów będących integralną częścią Umowy Abonenckiej, odpowiedzialność ponosi Abonent. 7.Umowa może zostać zawarta: ",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"•Aktualny wykaz zajęć znajduje się w załączniku nr 1 do Umowy o świadczeniu usług. •Zainteresowani rodzice podpisują deklarację w czerwcu wybierając karnety tygodniowe, 2-tygodniowe lub miesięczne.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zajęcia dodatkowe. 14:30-15:00Zajęcia fakultatywne lub zabawa swobodna.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Rodzice/prawni opiekunowie zobowiązują się do . odpowiedzialności za swoje Dziecko w czasie, gdy przebywają na terenie Przedszkola ..",KLAUZULA_ABUZYWNA
"Opóźnienie w zawarciu Umowy Przeniesienia Własności z powodu okoliczności, za które Deweloper ponosi odpowiedzialność, powoduje obowiązek zapłaty kary umownej w wysokości 0,02% kwoty stanowiącej Cenę za każdy dzień zwłoki, nie więcej niż 5% tej kwoty, płatnych w ciągu 7 dni roboczych",KLAUZULA_ABUZYWNA
– 6 –paragraf Regulamin świadczenia usług przez U P C Polska Sp.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
spory rozstrzygać będzie Sąd właściwy zgodnie z przepisami Kodeksu Postępowania Cywilnego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W przypadku odmowy realizacji Dyspozycji, Bank przekazuje Posiadaczowi powiadomienie o odmowie wykonania Dyspozycji.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Koszty i opłaty Zewnętrzne koszty ustanowienia, zmiany i zakończenia trwania prawnych zabezpieczeń wskazanych w pkt 3 ponosi Pożyczkobiorca. W przypadku ich faktycznego poniesienia przez Pożyczkodawcę, Pożyczkobiorca zobowiązuje się do ich zwrotu. Z tytułu ustanowienia, zmiany i zakończenia trwania prawnych zabezpieczeń wskazanych w pkt 3 Pożyczkodawca nie pobiera od Pożyczkobiorcy żadnych opłat. Pożyczkobiorca zobowiązany jest ponieść opłaty za inne czynności wykonywane na jego wniosek, które nie są konieczne do realizacji Umowy zgodnie z następującą tabela opłat: Zwrot nadpłaty nie związanej z wcześniejszą spłatą pożyczki 15 zł, Opłata za zwrot środków przekazem pocztowym, do których zwrotu Pożyczkodawca nie był zobowiązany na podstawie Umowy 1% wartości przekazywanej kwoty + 15 zł",KLAUZULA_ABUZYWNA
Warunki Kredytowania 1. Bank udziela Kredytobiorcy Kredytu Hipotecznego (zwanego dalej Kredytem) przeznaczonego na cel i w kwocie określonej w pkt.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
1.Kredytobiorca ma możliwość złożenia do Banku reklamacji. 2.Reklamacje mogą być zgłaszane: ,BEZPIECZNE_POSTANOWIENIE_UMOWNE
W przypadku nie odebrania zwierzęcia w terminie jaki został przez strony ustalony Fundacja wezwie powierzającego do odbioru psa/kota w terminie dni. Fundacja zastrzega sobie prawo do przekazania zwierzęcia do schroniska w przypadku gdy Powierzający nie odbierze psa/kota po powtórnym wezwaniu do odbioru z zakreślonym kolejnym dniowym terminem.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zakup biletu jest jednoznaczny z akceptacją regulaminu,KLAUZULA_ABUZYWNA
§ 2.Prowadzenie rachunków płatniczych,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W przypadku jakiegokolwiek sporu Strony zobowiązują się podjąć wszelkie starania celem ugodowego rozwiązania dzielących je kwestii, a w przypadku niemożliwości dojścia do porozumienia sprawy sporne rozwiązywane będą przez Sąd właściwy według przepisów .",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Kredytobiorca dokonuje spłaty Kredytu w terminach i na zasadach określonych w niniejszym paragrafie. Raty Kredytu są równe i są płatne w okresach miesięcznych dnia każdego miesiąca.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Jeśli w wyniku świadomego działania Odbiorcy Sprzedawca nie ma możliwości rozpoczęcia bądź kontynuowania realizacji Umowy Odbiorca będzie zobowiązany do poniesienia kosztów w wysokości 20 zł miesięcznie za każdy miesiąc obowiązywania Umowy począwszy od jej wejścia w życie, jednak łącznie nie więcej niż 200 zł, w terminie 14 dni od otrzymania pisemnego wezwania.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
c)Trasa wysoka przygotowana jest dla osób mierzących nie mniej niż 140 cm wzrostu. W przypadku osób niższych wymagane jest przejście z osobą do pomocy (rodzic lub instruktor).,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zakup biletu jest jednoznaczny z akceptacją Regulaminu. KlubV mOIUEV Łódź NIP 7^46049^,BEZPIECZNE_POSTANOWIENIE_UMOWNE
zastrzega sobie możliwość dokonywania zmian w postanowieniach .,KLAUZULA_ABUZYWNA
"Odbiór przedmiotu niniejszej Umowy stwierdzony zostanie pisemnym protokołem odbioru, podpisanym przez przedstawicieli Stron, który będzie podstawą do wystawienia faktury VAT.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W przypadkach dotyczących ważnych przyczyn osobistych niemożliwych do przewidzenia uniemożliwiających uczestnictwo w kursie na co najmniej 6 zajęciach, uczestnikowi przysługuje prawo ubiegania się o zwrot części opłaty za niewykorzystane zajęcia w wysokości 50 % przypadającej na nie opłaty za kurs. W tym celu należy w terminie 7 dni od pierwszej nieobecności: 1) złożyć umotywowany wniosek o zwrot części opłaty; 2) zdać kartę do depozytu w kasie pływalni",BEZPIECZNE_POSTANOWIENIE_UMOWNE
-nieuzasadnionego wezwania serwisanta. 2.Koszt usługi serwisowej pobierany jest przy rozliczeniu kosztów ciepła i stanowi odrębną pozycję na druku rozliczeniowym.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W wyjątkowych przypadkach, np. awarii, Organizator lub Partner Merytoryczny, mają prawo w każdym momencie ogłosić przerwę techniczną. Nie powoduje to żadnej odpowiedzialności Organizatora lub Partnera Merytorycznego",KLAUZULA_ABUZYWNA
Odsetki za korzystanie z kapitału są płatne z dołu w terminach wynikających z Harmonogramu Spłat.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
6 i 8 powyżej i nie wymaga podpisywania aneksu do Umowy.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
W przypadku zawarcia Umowy poprzez Bankowość Elektroniczną Oświadczenia woli Stron zostały złożone w formie elektronicznej zgodnie z art. 7 ustawy Prawo Bankowe z dn. 29.08.1997 (tekst jedn.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Regulamin obowiązuje od dniaT.-. ZARZĄDZENIE NR M./16 DYREKTORA BIAŁOSTOCKIEGO OŚRODKA SPORTU I REKREACJI z dnia.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
koszty bankowe i administracyjne zwrotu nadpłat obciążają,KLAUZULA_ABUZYWNA
zmiana osoby pośrednika licencjonowanego wskazanego w niniejszej umowie nie stanowi zmiany umowy,KLAUZULA_ABUZYWNA
Kredytu i Całkowita kwota do zapłaty RRSO4. § 3. Zasady spłaty1. Kredytu2.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Sądem właściwym do rozstrzygania ewentualnych sporów jest Sąd w,KLAUZULA_ABUZYWNA
-przewieszenia podzielnika oraz inwentaryzacji grzejnika w przypadku modernizacji grzejników wykonywanej przez użytkownika; -odczytu pośredniego;,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Dz. U. z 2002 r., nr 101, poz. 926, z późn. zm.) informuje, iż jest administratorem podanych przez Panią/Pana danych osobowych.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
2.W przypadku opóźnienia z opłatą Dom Seniora uprawniony jest do naliczenia odsetek ustawowych za opóźnienie. Do uiszczenia opłaty określonej w § 3 Mieszkaniec i jego Opiekun zobowiązani są solidarnie.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Za bezpodstawne wezwanie operatora abonent zobowiązany jest do zapłaty opłaty jednorazowej zgodnie z obowiązującym Cennikiem.,KLAUZULA_ABUZYWNA
Prowadzący Salę Zabaw nie odpowiada za wystąpienie urazów lub szkód spowodowanych niewłaściwym korzystaniem z urządzeń Sali Zabaw,KLAUZULA_ABUZYWNA
"Opóźnienie w zwrocie samochodu powyżej 40 min, nie ustalone i zaakceptowane z Wynajmującym na min 12h przed datą zwrotu, powoduje naliczenie kolejnej pełnej doby oraz karę umowną w wysokości potrójnej stawki dziennej brutto za każdy rozpoczęty dzień opóźnienia .",KLAUZULA_ABUZYWNA
"Na podstawie art. 104 ust. 3 ustawy z dnia 29 sierpnia 1997 r. Prawo bankowe (Dz.U. z 2002 r., nr 72, poz. 665 ze zm.) uprawniam Wierzyciela, jakim jest do przekazywania C.C. Investment Arkadiusz Kolatorowicz, informacji objętych tajemnicą bankową, dotyczących mojej osoby w związku ze zobowiązaniami finansowymi wynikającymi z zawartych przeze mnie umów kredytowych o numerach (.)",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Prowizja od wpłat gotówki we wpłatomatach poza placówką Banku 0,6% od kwoty wpłaty min.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"b)terminowości spłaty pożyczek, c)określonej zdolności kredytowej Pożyczkobiorcy.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"§6 1..Naprawa, remont oraz konserwacja instalacji wodociągowych z wyłączeniem wodomierza głównego należy do Odbiorcy. 2.Naprawa, remont i konserwacja instalacji kanalizacyjnej do granicy nieruchomości należy do Odbiorcy.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Wynajmujący nie odpowiada za rozliczenia i zwroty opłat uiszczonych przez Najemcę do firm brokerskich. 2.Minimalny okres najmu wynosi 24 godziny.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Wszystkie spory rozpatrywane będą przez Sąd właściwy dla siedziby Usługodawcy.,KLAUZULA_ABUZYWNA
§ 15 Postanowienia końcowe,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"2.W Szkole obowiązują regulaminy poszczególnych pracowni. §17 1.Dyrektor Szkoły współpracuje z wykwalifikowanym psychologiem, który w porozumieniu z Radą Pedagogiczną ustala szczegółowy zakres i formy pomocy psychologicznej.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"-osobiście - do protokołu podczas wizyty w jednostce Banku przyjmującej reklamacje - lista takich jednostek dostępna jest na stronie internetowej Banku w sekcji dotyczącej składania reklamacji, c)pisemnie:",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Oryginał zgłoszenia może być podstawą do wydania sprzętu z serwisu.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Dz 2002 r Nr 101 poz 926 włącznie). Mają Państwo prawo do zażądania wprowadzenia w nich zmian lub zaprzestania ich przetwarzania.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Wypowiedzenie umowy obliguje do uiszczenia na rzecz Pożyczkodawcy opłaty w wysokości 2000 zł. z tytułu kary umownej za rozwiązanie umowy z winy Pożyczkobiorcy,KLAUZULA_ABUZYWNA
35. W przypadku reklamacji na usługę zastosowanie mają przepisy K.C. i ustawy o prawach konsumenta.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Natomiast Odbiorca może przebywać w pomieszczeniu węzła cieplnego, wyłącznie w trakcie obecności Dostawcy. §4 Obowiązki Dostawcy Dostawca zobowiązu je się do: 1.Informowania Odbiorcy o: ",BEZPIECZNE_POSTANOWIENIE_UMOWNE
W trakcie pobytu w przedszkolu rodziców/opiekunów odpowiadają oni za bezpieczeństwo dziecka,KLAUZULA_ABUZYWNA
kwestie sporne rozstrzygał będzie właściwy rzeczowo sąd powszechny w Częstochowie,KLAUZULA_ABUZYWNA
"Strony zgodnie ustalają, iż za niepełne miesiące kalendarzowe opłata za pobyt jest zgodna z pkt. 1 zawartej umowy. Opłata za dni niewykorzystane nie ulega zwrotowi.",KLAUZULA_ABUZYWNA
§ 8 Sposób komunikacji,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"6. Wypełnienie formularza rejestracyjnego następuje z zachowaniem poniższych zasad:  a) Klient powinien wypełnić wszystkie pola formularza rejestracyjnego chyba, że pole jest oznaczone jako opcjonalne;",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"3, zostały ujęte w kwocie Kredytu wskazanej w ust.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"b)nazwisko, c) adres Abonenta d) Numerem Abonenta e) Podpis Abonenta f)Reklamacja, powinna dokładnie wskazywać zaistniałe zdarzenie oraz czas jego wystąpienia.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
W przypadku umowy na czas nieokreślony Dom zastrzega sobie prawo do zmiany warunków lub innych zmian w Umowie. Mieszkaniec lub Opiekun ma prawo nie przyjęcia nowych warunków Umowy i jej wypowiedzenia lub negocjacji w terminie 1 miesiąca od momentu otrzymania propozycji zmian.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Strony zgodnie ustalają, iż Nabywca może przenieść prawa i obowiązki wynikające z niniejszej Umowy na rzecz osoby trzeciej po uzyskaniu uprzedniej zgody Dewelopera wyrażonej na piśmie.",KLAUZULA_ABUZYWNA
W przypadku nieterminowych wpłat przedszkole będzie naliczać karne odsetki za zwłokę w wysokości 24% w stosunku rocznym.,KLAUZULA_ABUZYWNA
Koniec opcji z kredytowaniem kosztów Koszty ponoszone przez Kredytobiorcę,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Udostępnienie informacji o trybie wnoszenia i rozpatrywania reklamacji §,BEZPIECZNE_POSTANOWIENIE_UMOWNE
7.Upoważniam firmę wykonująca usługę do wystawienia faktury bez mojego podpisu. 8.Zostałem/am poinformowany/a o systemie spłaty ratalnej.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Zleceniodawca poza opłatą wymienioną w § 4 ust. 1 i 2 , zobowiązany jest do ponoszenia dodatkowych kosztów wynikających z:opłat za leki oraz środki medyczne np. pieluchomajtki, powyżej kwoty- 50 zł; usług dodatkowych np. zrobienie fotografii, usług fryzjerskich, transportu Pensjonariusza; opłat za nierefundowane porady oraz badania lekarzy specjalistów; szkód wyrządzonych przez Pensjonariusza osobom trzecim lub Domowi Opieki do wysokości rzeczywiście poniesionej szkody obejmującej utracone korzyści.",KLAUZULA_ABUZYWNA
"W przypadku przystąpienia przez Posiadacza do ubezpieczenia Pakiet Niezawodny, Bank.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
‘-A 6.Zakresu odszkodowań za powstałe szkody. Przedsiębiorstwo zobowiązuje się do dostarczania wody i odprowadzania ścieków do obiektu /nieruchomości/ położonego /adres?.w'-'.',BEZPIECZNE_POSTANOWIENIE_UMOWNE
Nie posiadają one samodzielnej treści regulującej i żadnego znaczenia prawnego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Sala zabaw Czas Dziecka nie ponosi odpowiedzialności za rzeczy zgubione lub pozostawione,KLAUZULA_ABUZYWNA
Koniec opcji Kredyt z kontem (deklarowane wpływy) Całkowita kwota do zapłaty 10. Całkowita kwota do zapłaty przez Kredytobiorcę ustalona w dniu zawarcia Umowy wynosi .zł. RRSO 11.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
jest jedynym dokumentem potwierdzającym spłatę,KLAUZULA_ABUZYWNA
"o systemie oświaty (Dz. U. z 2004r. Nr 256, poz.2572 z późn.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
•W zajęciach dodatkowych uczestniczą wszystkie przedszkolaki. •Zajęcia dodatkowe we wszystkich grupach rozpoczynają się od 1 września.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"2,Na całkowite koszty zużytego ciepła wytworzonego w kotłowniach stanowiących własność Spółdzielni składają się:  -koszt zakupu paliwa, opłaty abonamentowej, opłaty za usługę przesyłową;",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Oświadczam, iż w związku z zawieraną umową pożyczki oraz ustanowieniem hipoteki na nieruchomości na zabezpieczenie w/w pożyczki, rozumiem całą przedstawioną mi do podpisu dokumentację (umowa pożyczki z ustanowieniem hipoteki na nieruchomości, formularz informacyjny oraz dokumentację towarzyszącą) miałem/am czas na swobodne zapoznanie się z nią oraz konsultacje jej treści z prawnikiem.",KLAUZULA_ABUZYWNA
"7.Bank zapewnia dostęp do rachunków:  a) w sieci Placówek Banku, Placówek Franczyzowych oraz Placówek Dystrybutora,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
Zamawiający zobowiązuje się również do pokrycia ewentualnych szkód i zniszczeń powstałych z winy zaproszonych Gości,KLAUZULA_ABUZYWNA
5.Podstawą odpisów jest lista obecności dziecka w dzienniku zajęć. §10. Opłata za usługi wychowawczo-dydaktyczne i opiekuńcze podlega zwrotowi w przypadku: ,BEZPIECZNE_POSTANOWIENIE_UMOWNE
3 i 4 niniejszej umowy.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
3.Wniosek składa się. na formularzu udostępn iońym przez Kasę.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Należy unikać zanieczyszczenia lufy markera np. ziemią lub śniegiem, pod groźbą odpowiedzialności finansowej gracza",KLAUZULA_ABUZYWNA
"Przedsiębiorca zastrzega sobie prawo do odmowy zrealizowania oraz anulowania zamówienia produktu w sytuacji, gdy konsument podał nieprawdziwe dane lub gdy dane te budzą uzasadnione zastrzeżenia przedsiębiorcy co do ich poprawności.",KLAUZULA_ABUZYWNA
"W przypadku zwrotu przez Najemcę samochodu w stanie czystości, który nie odpowiada stanowi czystości w dacie przekazania samochodu Najemcy , Najemca zobowiązany jest do zapłaty kary umownej w wysokości .",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"GEIS PARCEL rozpatrzy reklamację do 30-tu dni od daty jej złożenia. Czas rozpatrywania reklamacji zostaje przedłużony o czas, w jakim reklamujący jest zobowiązany do uzupełnienia braków reklamacji.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
§ 2.Pozostałe postanowienia pozostają bez zmian. § 3.Zarządzenie wchodzi w życie z dniem podpisania.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Funkcjonalność I interoperacyjność treści cyfrowych. 1.Dostawca usług zobowiązuje się dostarczać do zainstalowanego w Lokalu Zakończenia Sieci sygnały Programów telewizyjnych o jakości zgodnej z zaleceniami Urzędu Komunikacji Elektronicznej.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Koniec opcji bez kredytowania kosztów 6. Koszty wskazane w ust. 3 lit.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Kredytobiorca oświadcza, że przed zawarciem Umowy otrzymał załączniki oraz wzór Umowy kredytu;",KLAUZULA_ABUZYWNA
10.Maksymalnie można wykorzystać jeden kupon na jedno zamówienie. §8 Ochrona prywatności 1.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
Terminy płatności i wysokość rat Kredytu (Pożyczki) reguluje Harmonogram Spłat.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Operator naliczy kary umowne w wysokości wskazanej w niniejszym przepisie w następujących przypadkach: a. zniszczenie lub trwałe uszkodzenie urządzenia pozostawionego u Abonenta w celu świadczenia usług telekomunikacyjnych objętych umową – 5 000,00 zł za każde urządzenie; b. próby przełamania zabezpieczeń urządzenia, niezależnie od rodzaju zabezpieczeń oraz od tego czy próba ta zakończyła się powodzeniem czy niepowodzeniem – 5 000,00 zł za każdą próbę.",KLAUZULA_ABUZYWNA
Rodzic może zrezygnować z zajęć fakultatywnych w trakcie roku szkolnego poprzez złożenie pisemnej lub mailowej rezygnacji u dyrektora szkoły. Obowiązuje wtedy miesięczny okres wypowiedzenia ze skutkiem na koniec kolejnego miesiąca,KLAUZULA_ABUZYWNA
Dom zapewnia: 2) Całodobowe wyżywienie. 3) Całodobową opiekę pielęgnacyjną. 4) Opiekę lekarską . Dom zapewnia całodzienne wyżywienie..,KLAUZULA_ABUZYWNA
"Dla zachowania terminu wystarczy wysłanie oświadczenia przed jego upływem. W przypadku odstąpienia od Umowy zawartej na odległość lub Umowy zawartej poza lokalem Sprzedawcy, Umowę uważa się za nieza wartą.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"W przypadkach, o którym mowa w ust. 6, Park nie świadczy jakichkolwiek usług polegających na opiece nad dziećmi i młodzieżą, a korzystanie przez dzieci i młodzież z atrakcji znajdujących się na terenie Parku odbywa się wyłącznie na ryzyko i odpowiedzialność rodzica i/lub opiekuna",KLAUZULA_ABUZYWNA
"Strony oświadczają, nie mają wobec siebie dalszych roszczeń",KLAUZULA_ABUZYWNA
"c)korzystania z usług dodatkowych świadczonych przez Pośrednika Kredytowego przy zawarciu niniejszej Umowy, w kwocie..zł, d)odsetek od kapitału Kredytu w kwocie..zł.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Wypowiedzenie umowy przez Pożyczkodawcę z winy Pożyczkobiorcy, skutkuje wezwaniem Pożyczkobiorcy do uiszczenia na rzecz Pożyczkodawcy opłaty w wysokości 2000 zł. Kwota ta wynika z tytułu kary umownej za rozwiązanie umowy z winy Pożyczkobiorcy",KLAUZULA_ABUZYWNA
We wniosku Abonent wskazuje termin ponownej Aktywacji Usług. Wniosek powinien być złożony z jednomiesięcznym wyprzedzeniem i będzie skutkować od początku kolejnego Okresu Rozliczeniowego.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"O takiej zmianie Abonenci będą informowani, w szczególności na antenie programu informacyjnego Dostawcy usług. 5.Dostawca usług nie ponosi odpowiedzialności za treść I formę Programów telewizyjnych oraz zmiany ramówki Programów.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
2.O^^yyyższych zmianach Sprzedawca poinformuje Odbiorcę z co . ■30-dniowym wyprzedzeniem.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
m)Organizowanie różnych form terapii dla uczniów z objawami niedostosowania społecznego. n)Udzielanie porad rodzicom (prawnym opiekunom) w rozwiązywaniu trudności wychowawczych.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
2.Czynsz pobierany jest z góry w wysokości określonej w umowie. 3.Faktury VAT wystawiane będą na wniosek Najemcy złożony w odpowiednim terminie wynikającym z obowiązujących w tym zakresie przepisów.,BEZPIECZNE_POSTANOWIENIE_UMOWNE
"d)numer rachunku Odbiorcy w formacie NRB, e)zęstotliwość,",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"O dotrzymaniu terminu spłaty Kredytu (Pożyczki) decyduje data wpływu środków na Rachunek Kredytu, o którym mowa w ust.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
"Nie oznacza to jednak, że w Obiekcie Wakacyjnym nigdy nie palono tytoniu.",BEZPIECZNE_POSTANOWIENIE_UMOWNE
